Sample_ID,Severity,Sample_Type,Short_Description,Description
ORIG_95,4,Original,A container vessels gangway swung back into vessels side with crew members still on the gangway.,"A container vessels gangway swung back into vessels side with crew members still on the gangway. Four crew members were ascending the vessels gangway when the lower contact surface of the gangway slipped from the pier, causing the gangway to swing back into the vessels side. The gangway skipped between the vessel and the pier approx. one meter above the water. The incident was immediately noted by the gangway watchman."
ORIG_96,5,Original,Cargo ship's pilot ladder did not conform to SOLAS regulations.,Cargo ship's pilot ladder did not conform to SOLAS regulations. Crew educated on correct rigging. Outbound pilot to check the compliance.
ORIG_97,3,Original,"A cruise ship passenger tripped whilst walking down the stairs and twisted their ankle, resulting in a fracture..",A cruise ship passenger was descending a staircase when they overbalanced and twisted their ankle. This movement resulted in them sustaining a fractured ankle. The passenger received treatment from the on board medical team and remained on board the vessel for the remainder of their holiday. The incident was put down to a lack of attention on the part of the passenger.
ORIG_98,5,Original,General cargo vessel pilot ladder did not conform to SOLAS regulations,The vessels  pilot ladder did not conform to SOLAS regulations because it hadn't not been rigged correctly
ORIG_99,3,Original,A workboat's rubber fender caught fire after it shifted over the exhaust.,A workboat was entering a dock when one of the vessel's rubber fenders caught fire. It had shifted and covered the exhaust and caught fire because of the heat. The crew stopped the vessel and extinguished the fire before proceeding on their way without further issues.
ORIG_100,3,Original,A bulk carrier crew member broke their leg during unmooring operations.,"A bulk carrier was casting off from the berth, with two spring lines remaining, when one crew member trapped their leg between a rope under tension and a roller. One crew member who was operating the winch started heaving up the line without being instructed by the crewmember in overall charge of un-mooring operations. The injured crew member was preparing another line for heaving up when their leg was caught by the roller due to the heaving action and broken. The crew called for assistance and the vessel returned alongside the berth. The injured crew member was disembarked and taken to hospital ashore."
ORIG_101,3,Original,A deck cargo pontoon experienced a fire in the engine room.,"A deck cargo pontoon experienced a fire in the engine room. The crew were alerted by a warning light and a spike in temperature on a gauge. They inspected and found an engine room fire. The crew secured the hatches to stop the spread and came back alongside, where the local fire brigade attended and checked that the vessel was safe and the fire was out. The fire appeared to be caused by an electrical fault on an alternator. The fire rendered the vessel unfit to proceed; there were no injuries or pollution."
ORIG_102,3,Original,A fishing vessel made contact with a moored service vessel during adverse weather,"A fishing vessel was on an approach to come alongside a moored fishing vessel and then moved off. The fishing vessel then attempted to come alongside a service vessel, the adverse weather conditions made this difficult for the crew and twice ended up stern in to the service vessel and broadside to the wind. This resulted in damage to the service vessel's hull and paintwork. The fishing vessel did not report any damage."
ORIG_103,3,Original,A tug collided with a mooring dolphin resulting in damage,"A tanker was alongside a jetty preparing to leave. Two tugs were tasked to escort the tanker out the harbour entrance at 1600hrs. Due to a problem experienced on start up, one tug did not depart resulting in a standby tug being deployed into service. The tug departed, a course was set and the vessel’s autopilot engaged. The speed of the vessel was higher than normal due to getting the tanker to sail on time. The crew were tending to other tasks and not watch keeping.  Miscommunication meant that a crew member was also not at the controls. As the tug was making way to the tanker it veered off course and collided with a mooring dolphin resulting in damage to the bow above the waterline."
ORIG_104,3,Original,A search and rescue vessel made contact with a vessel alongside during a training exercise,"The search and rescue vessel was on a training exercise. As the vessel was manoeuvring away from the pontoon, using the vessel's jets the stern started to turn towards another vessel alongside. The helm tried to correct this but made contact with the alongside vessel. There were no injuries to crew and minor damage to the other vessel."
