Latitude,Longitude,Occurrence_Location,Coastal_State_Affected,Weather,Wind_Force,Sea_State,Visibility,Natural_Light,Short_Description,Description,Main_Event_L1,Severity
50.7998,-1.1183,Internal waters -> Port area,UNITED KINGDOM,Overcast,2 - Light Breeze - knot (4-6) m/s (2-3),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A sailing yacht briefly grounded whilst assisting another vessel,"A sailing yacht on a training course was assisting another vessel that had grounded in a mooring field. The sailing yacht set up a bridle reversed to the grounded vessel and threw a tow line. The other vessel had not set up a bridle and tied off on the bow. Once set up the sailing yacht proceeded to tow the casualty vessel but was pulled sideways and with assistance from the wind grounded and got caught in chain moorings. The crew released the tow line and were able to free the yacht and continued on it's way. No injuries to crew, the yacht returned to shore as there was a problem with the rudder and a full inspection for any further damage.",Grounding / Stranding,3
57.0068,-5.8267,Internal waters -> Port area,UNITED KINGDOM,Clear,1 - Light air - knot (1-3) m/s (1-2),0 - Calm glassy - (0 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Ro-pax crew member slipped and fell whilst walking., A crew member slipped and fell whilst proceeding to forecastle in preparation for singling up mooring lines and used their arm to grab onto frame of door to prevent a fall to the deck. PPE correctly worn and in good condition. This resulted in a shoulder dislocation.,Accident to person(s),3
50.3991,-3.5123,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,A trawler had a tumble dryer fire onboard.,"A trawler was alongside in port when a fire started on a tumble dryer. This produced a lot of smoke and the five crew disembarked from the vessel onto the quayside and the shore side fire service attended. One crew member was given first aid for smoke inhalation by the fire fighters who also removed the tumble dryer from the vessel. There was no serious damage, pollution or injuries. ",Fire / Explosion,3
57.006,-5.825833,Internal waters -> Port area,UNITED KINGDOM,Rain,3 - Gentle Breeze - knot (7-10) m/s (4-5),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A fishing vessel collided with a moored fishing vessel whilst manoeuvring,A fishing vessel was leaving a harbour. As they were manoeuvring they collided with a moored fishing vessel. The moored fishing vessel attempted to hail the other vessel but there was no response. There were no injuries to crew and the the to the vessel was some paint scraped off.,Collision,3
24.777,125.2689,Internal waters -> Port area,JAPAN,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Cruise ships passenger tripped resulting in closed fracture to the spine,"Cruise ships passenger tripped resulting in closed fracture to the spine. Passenger tripped on raised threshold, passenger has pre-existing back injury requiring them to use a walking stick. Injury to the L2 vertebra.",Accident to person(s),3
57.692,-1.9972,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,An offshore support vessel and a creel vessel had a close quarters situation and the support vessel grounded,"An offshore support vessel grounded after being in a close quarters situation with a potting (creel) vessel. The offshore support vessel was outbound from a port when there was an emerging risk of collision with a potting vessel. The offshore support vessel had to take evasive action, however whilst doing so they strayed into shallow water and grounded. The vessel returned to port where they had a survey by divers as there was suspected damage to two ballast tanks. There were no injuries or pollution. ",Grounding / Stranding,3
57.6909,-1.9971,Internal waters -> Port area,UNITED KINGDOM,Unknown,4 - Moderate Breeze - knot (11-16) m/s (6-8),0 - Calm glassy - (0 m),Very good - Vis >= 25.0 nm,Daylight,Fishing vessel three crew member were overcome by diesel fumes,A fishing vessel crew were carrying out an emergency fire fighting drill as organised by the skipper. Standard practice is to carry out the drill on either the shelter deck or top deck where it is ventilated using a petrol generator. The crew decided to take the generator into the fish room. The skipper returned and notified by another crew member there was a problem with the crew. The skipper went into the fish room to find one crew member laying down and the other two conscious but not alert. Emergency services were called and the crew removed. The crew were administered oxygen by the emergency services with one crew member taken to hospital and observed overnight.,Accident to person(s),3
55.9956,-3.4083,Internal waters -> Port area,UNITED KINGDOM,Unknown,2 - Light Breeze - knot (4-6) m/s (2-3),1 - Calm rippled - (0 - 0.1 m),Unknown,Daylight,Sailing yacht crew member fell overboard into water during berthing operations,"A crew member was attempting to berth their vessel when they fell overboard into the water and, was recovered from the water uninjured.",Accident to person(s),4
-35.043333,150.758333,Internal waters -> Port area,AUSTRALIA,Clear,5 - Fresh Breeze - knot (17-21) m/s (9-11),2 - Smooth - (0.1 - 0.5 m),Very good - Vis >= 25.0 nm,Night,A cruise ship passenger sustained a fractured ankle whilst dancing.,A cruise ship passenger was dancing when they lost their balance and rolled their ankle resulting in a fracture. The passenger reported that the incident was caused by their footwear and consumption of alcohol. The dance floor was inspected by the crew and there were no defects found. There were no damages or pollution. The injured passenger was disembarked for further medical treatment due to the type of fracture.,Accident to person(s),3
51.329333,1.4225,Internal waters -> Port area,UNITED KINGDOM,Clear,5 - Fresh Breeze - knot (17-21) m/s (9-11),Unknown,Very good - Vis >= 25.0 nm,Daylight,A service vessel grounded on a sandbar.,A service vessel was manoeuvring within the harbour area when it grounded on a sand bank. The crew of the vessel reported that there was no shallow water there during previous transits of the area and that the sand bank may have moved due to recent storms. The vessel's crew waited for the tide to rise and then manoeuvred off the bank. There was no damage to the vessel. ,Grounding / Stranding,3
51.4925,-2.7207,Internal waters -> Port area,UNITED KINGDOM,Clear,4 - Moderate Breeze - knot (11-16) m/s (6-8),1 - Calm rippled - (0 - 0.1 m),Very good - Vis >= 25.0 nm,Night,A general cargo vessel struck the quay whilst berthing.,"A bulk carrier was manoeuvring in the port area when the pilot gave a kick ahead on the main engine and the bow moved towards the quayside, striking it. The vessel sustained damage to hull plating and stiffeners above the waterline which were dented and bent. ",Contact,3
51.3302,1.4195,Internal waters -> Port area,UNITED KINGDOM,Clear,7 - Near Gale - knot (28-33) m/s (14-17),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Crew transfer vessels crew member caught fingers in mooring line resulting in injuries to the fore and middle finger.,"Crew transfer vessels crew member caught fingers in mooring line resulting in injuries to the fore and middle finger. A strong crosswind was  causing the vessel to drift away from the pontoon. The IP put the mooring line over the vessel cleat but a gust of crosswind caused the vessel to move further from the pontoon, increasing tension on the line and momentarily trapping the IP’s index and middle fingers between the mooring line and the cleat. ",Accident to person(s),6
51.3308,1.4212,Internal waters -> Port area,UNITED KINGDOM,Clear,4 - Moderate Breeze - knot (11-16) m/s (6-8),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Service vessel grounded while berthing resulted in no damage and re-floated on high tide.,Service vessel grounded while berthing resulted in no damage and re-floated on high tide.,Grounding / Stranding,3
50.8943,-1.4052,Internal waters -> Port area,UNITED KINGDOM,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Night,A high speed passenger vessel was berthing when a crew member sustained a severe hand injury.,A high speed passenger ferry was berthing and a crewmember on shore assisting with the berthing sustained a serious hand injury. The crew member caught their thumb between a mooring line and a bollard resulting in a traumatic amputation. The rope had to be slacked from the vessel side in order to free the crew member who was then taken to hospital ashore. ,Accident to person(s),2
56.026333,-3.689833,Internal waters -> Port area,UNITED KINGDOM,Rain,12 - Hurricane - knot (+64) m/s (+33),3 - Slight - (0.5 - 1.25 m),Poor - 0.5 <=Vis < 2.0 nm,Night,"Near miss between 2 tankers due to the weather, no damage was reported.","A floating storage tanker semi permanently moored in port along with its daughter vessel moored alongside for STS cargo operations. Cargo operations had already been stopped due to expected weather earlier in the day. One of the tankers crew members requested emergency tug support as the vessel was unable to stay alongside the jetty due to the wind (gusts of up to 75 knots were reported). It was reported that they were 1.5 metres off the jetty. Once the tug arrived on scene, they made fast on the centre lead aft and pulled the vessel stern back towards the jetty. They were unable to push on the hull due to a lack of tug pushing point. No mooring lines parted and no injuries have been reported. ",Collision,4
50.9028,-1.4247,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container vessel's pilot ladder did not conform to SOLAS regulations,Ladder was not rigged per current SOLAS regulations. Ladder was secured to ship’s railings despite pad-eyes available on deck. Accommodation ladder was not secured to ship’s side adjacent to the pilot ladder. Rectified before disembarkation and master and crew instructed to rig correctly for future transfers.,Damage / Loss Of Equipment,5
50.9062,-1.4338,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations,"Container ship's pilot ladder did not conform to SOLAS regulations. Ladder rigged on port quarterdeck. Ladder was not tied off. Weight of ladder was on spreader up against ship’s rails. As main deck freeboard was low enough, disembarkation commenced with step across and no ladder.",Damage / Loss Of Equipment,5
50.9057,-1.433,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Deck tongue in use, weight on step of ladder rather than side ropes. Side rope securing slack and unable to see if end of ladder was made fast to vessel due to length of unused ladder and confined disembarkation area.",Damage / Loss Of Equipment,5
50.8847,-1.3929,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Ladder was in poor conditions with varnished steps.,Damage / Loss Of Equipment,5
50.8914,-1.3995,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cargo ship used a dangerously weighted heaving line resulting in no injuries,Cargo ship used a dangerously weighted heaving line. Metal nuts found inside heaving lines used by both forward and aft mooring stations during arrival. No damage/injuries reported. ,Damage / Loss Of Equipment,4
